"sigma.hat","GARCH","Frequency","MSE","QLIKE"
0.011436969108949,"eGARCH","Day",3.06019678234278e-08,-6.60443482449922
0.014126143359109,"eGARCH","Day",7.84539181605821e-09,-7.96333052097588
0.0147525799052008,"eGARCH","Day",4.52944450522186e-08,-8.41055675892713
0.0134458707597603,"eGARCH","Day",2.96696160402076e-08,-8.57091456799157
0.0128233857133342,"eGARCH","Day",4.17775105589995e-09,-8.10603588391815
0.0135789491860234,"eGARCH","Day",9.39510018511166e-09,-7.07279279797045
0.0122828157181753,"eGARCH","Day",4.49822775274218e-11,-7.75465274571078
0.0112740258992053,"eGARCH","Day",6.93039809149048e-09,-7.31553814761688
0.010381773553923,"eGARCH","Day",6.55183458172359e-09,-8.88640437643786
0.0105101066700649,"eGARCH","Day",1.20100023350333e-08,-9.10294011252097
0.00969813061387179,"eGARCH","Day",4.58204616625572e-10,-8.04405400422155
0.00896685492941319,"eGARCH","Day",1.52162050919199e-09,-7.9432940854515
0.0105292340156284,"eGARCH","Day",5.16699007390701e-09,-8.75557289870527
0.00970257961539516,"eGARCH","Day",1.13972145556586e-10,-8.1573238768231
0.00895237844400629,"eGARCH","Day",4.49650842867675e-09,-9.26835486640548
0.0089645676352619,"eGARCH","Day",3.25778748159404e-10,-8.65354714435382
0.00985473624143389,"eGARCH","Day",1.1444418189363e-07,-4.75617811708881
0.00904914184099908,"eGARCH","Day",3.44047709417035e-09,-9.12647002860514
0.00855387888460782,"eGARCH","Day",3.35875560916938e-09,-9.31480984304821
0.00789616874483811,"eGARCH","Day",2.9685499328597e-09,-9.55661013589401
0.00729540939274853,"eGARCH","Day",2.09410903690041e-09,-9.70082563726548
0.00684305240624173,"eGARCH","Day",9.07236818431921e-10,-8.32582120474807
0.00828179831527957,"eGARCH","Day",2.94186549758333e-09,-9.37818199992738
0.0076924260900309,"eGARCH","Day",3.44963197091979e-09,-9.72760485649397
0.00733599034688771,"eGARCH","Day",1.4777658640709e-08,-6.57108653613491
0.00676525656757621,"eGARCH","Day",2.09396310464207e-09,-9.99171671599765
0.00655915060227733,"eGARCH","Day",1.8440566072522e-09,-10.051929385959
0.00615839073208347,"eGARCH","Day",3.41421197250847e-11,-9.02581215839923
0.00584025211829795,"eGARCH","Day",1.70263811680591e-10,-8.90340401089662
0.0055048044377781,"eGARCH","Day",2.27343068881048e-10,-9.90184136933255
0.00518104781952467,"eGARCH","Day",5.63647688167894e-10,-10.4099365086965
0.00498226033772931,"eGARCH","Day",5.93225854532076e-10,-10.5849424517174
0.00475424306231511,"eGARCH","Day",1.19667895542489e-10,-9.21345707258172
0.00573936092122822,"eGARCH","Day",8.98798071053935e-10,-10.2309460055613
0.00547106790110486,"eGARCH","Day",8.86052625055764e-10,-10.4110188514042
0.00531015203739364,"eGARCH","Day",3.88295519343016e-09,-7.26639681555369
0.00494707404979678,"eGARCH","Day",2.77688470695179e-10,-10.2988160248262
0.00473043052132905,"eGARCH","Day",3.43632557115891e-10,-10.5358890438317
0.00494791698146009,"eGARCH","Day",1.41459477947264e-09,-8.08129423301969
0.00465071907433568,"eGARCH","Day",9.13883759480425e-11,-10.1834495588183
0.00518279634307417,"eGARCH","Day",1.86508964252593e-09,-7.91705977808121
0.00678032108424114,"eGARCH","Day",3.67656541339488e-09,-7.66853503967836
0.00625973825630381,"eGARCH","Day",4.22475264859137e-09,-7.4884557047102
0.0081780412009967,"eGARCH","Day",4.33848682722381e-09,-9.59745629010736
0.00765407335209285,"eGARCH","Day",1.83498115369594e-09,-9.47622515751904
0.00796378166154721,"eGARCH","Day",1.95529300632312e-10,-8.44522361585747
0.00733543110633742,"eGARCH","Day",9.41555170755384e-11,-8.64974668799556
0.00679686654594401,"eGARCH","Day",2.13143962866629e-09,-9.98194040774046
0.00649303563718932,"eGARCH","Day",1.64341903351239e-09,-10.0356150924914
0.00642159433014648,"eGARCH","Day",2.00452649586574e-10,-8.75284105642146
0.00599875619060343,"eGARCH","Day",9.53741414730341e-10,-10.0906149374001
0.00568342438144434,"eGARCH","Day",1.03182507671486e-09,-10.3348524931922
0.00546583665801977,"eGARCH","Day",2.39661778313091e-11,-9.58234110828239
0.00622967331600141,"eGARCH","Day",1.50554991574039e-09,-10.1566717509494
0.00595266085010087,"eGARCH","Day",1.22165739655954e-09,-10.2342324883818
0.00582722354553276,"eGARCH","Day",1.1116347217042e-09,-10.2723076276085
0.00557132484571402,"eGARCH","Day",8.25600372858434e-10,-10.3059399253781
0.00532666481171929,"eGARCH","Day",4.65370708108041e-10,-8.70975331004839
0.00657756868373178,"eGARCH","Day",1.1532957145913e-09,-9.83312579907359
0.0068295301718532,"eGARCH","Day",1.76537384404961e-13,-8.96399062094724
0.00635904433117351,"eGARCH","Day",1.49473668726155e-11,-9.0201453801284
0.00737295673163236,"eGARCH","Day",1.1996434453838e-09,-9.45702445510647
0.00780095501533365,"eGARCH","Day",3.53180410855581e-09,-9.68358683105708
0.00756930799253817,"eGARCH","Day",1.30939430100334e-09,-9.398879262635
0.00706381603250009,"eGARCH","Day",2.44764040602278e-09,-9.89704503337864
0.00668671582176414,"eGARCH","Day",4.27975312550723e-09,-7.55213247377489
0.00618331259656103,"eGARCH","Day",1.8323519329581e-09,-8.05220445573174
0.00774372456104706,"eGARCH","Day",3.39240657901197e-09,-9.69304670767618
0.00754111360646627,"eGARCH","Day",1.1572552079578e-11,-8.71495121558253
0.00863092713414739,"eGARCH","Day",4.34347124171586e-10,-8.22503512950911
0.00793524678676114,"eGARCH","Day",2.13782462301907e-10,-8.44068007364275
0.00919209879145837,"eGARCH","Day",6.77111487927718e-09,-9.35269139197523
0.00854996388740942,"eGARCH","Day",4.72375179563772e-09,-9.46384502485649
0.00839699448586385,"eGARCH","Day",2.05558003041601e-09,-9.20277543718272
0.00779068075935293,"eGARCH","Day",3.27868008065334e-09,-9.65306022022492
0.00767863810695632,"eGARCH","Day",4.71390124551543e-09,-7.57417348665445
0.00705104090036772,"eGARCH","Day",4.23997906348323e-10,-9.32332695615812
0.00658708795066311,"eGARCH","Day",1.84612889932043e-09,-10.0355360901666
0.00639306926420456,"eGARCH","Day",5.67089135114636e-10,-9.6877303890756
0.00602963418194583,"eGARCH","Day",1.13465760543675e-09,-10.1486486719604
0.00606097651327847,"eGARCH","Day",9.23744063909487e-10,-10.0391212870628
0.00574588981943928,"eGARCH","Day",4.5261623435591e-10,-9.96293348558195
0.00545427110995805,"eGARCH","Day",5.80260633594111e-10,-10.232438625092
0.00563136120051848,"eGARCH","Day",2.35048271678445e-10,-9.8422583999001
0.00536913415964867,"eGARCH","Day",7.6739912783834e-10,-10.4151302221127
0.00512797174756692,"eGARCH","Day",2.90113173844414e-10,-10.1938178489319
0.00489350201937778,"eGARCH","Day",5.73359824690774e-10,-10.6396344765126
0.00474392859451931,"eGARCH","Day",3.16750166630218e-10,-8.9109511531674
0.00596864383386324,"eGARCH","Day",5.82876602267505e-13,-9.22104035087979
0.00697350586460948,"eGARCH","Day",2.32916454506986e-09,-9.92369948489818
0.00673947216719472,"eGARCH","Day",1.46225280683977e-09,-9.84144531373038
0.0069283347163016,"eGARCH","Day",2.5470447663464e-10,-9.27674779468354
0.00642092893038034,"eGARCH","Day",8.94585291303061e-10,-9.82184776193149
0.00678493236469213,"eGARCH","Day",1.85425803396523e-09,-9.9214947436308
0.00640249847430546,"eGARCH","Day",1.44147034467428e-09,-10.0283320627662
0.00605976256088487,"eGARCH","Day",1.05866114587253e-09,-10.0982377699163
0.00619280189984478,"eGARCH","Day",2.85878717107298e-09,-7.77456271080418
0.00565572241457454,"eGARCH","Day",1.0012655919113e-06,21.9321105559846
0.0160399597050507,"eGARCH","Day",5.33981850680151e-10,-7.35516099629982
0.0173857032065948,"eGARCH","Day",8.64712889194795e-09,-7.4118602514129
0.0151703687242236,"eGARCH","Day",2.23544940696224e-09,-7.58226479236774
0.0133477817017461,"eGARCH","Day",6.58901731918917e-10,-7.77688630820666
0.0118377837898238,"eGARCH","Day",1.89601475008363e-08,-8.85552513506329
0.0108615297346351,"eGARCH","Day",1.15221552812104e-08,-8.95493780526304
0.0106737471636959,"eGARCH","Day",3.75484301458887e-09,-8.61778728772111
0.00968956765517897,"eGARCH","Day",8.50242168253859e-09,-9.25552634396107
0.00929270508857024,"eGARCH","Day",6.54398146377814e-10,-8.06081593129783
0.00835441917043737,"eGARCH","Day",4.07231655848953e-09,-9.48422827047932
0.00781069990883202,"eGARCH","Day",7.18214225324138e-10,-9.14380713541368
0.00723494353276491,"eGARCH","Day",2.68242596724903e-09,-9.84711482693608
0.00700990380550056,"eGARCH","Day",1.7955080714873e-09,-9.78318479566002
0.00659561775315641,"eGARCH","Day",1.64131708083903e-09,-9.97399040150468
0.00664237236153778,"eGARCH","Day",1.54805394074957e-09,-9.9203293599323
0.00628919704169168,"eGARCH","Day",1.564518870847e-09,-10.1378437454948
0.00605147786057374,"eGARCH","Day",6.85443950697143e-10,-9.92983479219682
0.00571398712419828,"eGARCH","Day",3.73103883900114e-10,-9.92128763388704
0.00623232001069877,"eGARCH","Day",5.90034799391387e-10,-9.78138652703073
0.00585502391189105,"eGARCH","Day",8.18585294509741e-10,-10.1155031754039
0.00610368160907792,"eGARCH","Day",1.38741649762308e-09,-10.1975413796511
0.00587358719972252,"eGARCH","Day",1.07555837467123e-09,-10.2252064634399
0.00587233501738377,"eGARCH","Day",9.77491464264397e-10,-10.1816457941168
0.00559628728099496,"eGARCH","Day",7.35341545433466e-10,-10.2371575400937
0.00535331516948446,"eGARCH","Day",7.4882445895625e-10,-10.4149488042386
0.00541612110591929,"eGARCH","Day",3.53122767252216e-11,-9.23417563577472
0.00647458338834151,"eGARCH","Day",1.05992419803498e-09,-9.85637128547144
0.00610023093782317,"eGARCH","Day",1.37306357257079e-09,-10.1946129277115
0.00585411508958025,"eGARCH","Day",2.14845596249716e-11,-9.14596978994403
0.00542560629190452,"eGARCH","Day",7.59549795416102e-10,-10.3694791414625
0.00551496706525179,"eGARCH","Day",9.20917256087349e-10,-10.3983354509973
0.0053830880603283,"eGARCH","Day",3.1635831842112e-10,-10.0627858450849
0.00586379188638256,"eGARCH","Day",4.69560587507549e-10,-9.90813259044983
0.00552585265623923,"eGARCH","Day",9.32368678967175e-10,-10.3966244657314
0.00533951405746577,"eGARCH","Day",6.26682193972385e-10,-10.3432932060275
0.00510428783223052,"eGARCH","Day",1.60825877735367e-10,-10.0421005787088
0.00567935016467594,"eGARCH","Day",8.2568408982971e-10,-10.2326973438466
0.00541267748589267,"eGARCH","Day",5.8679614017766e-10,-10.264858685925
0.00515693829125692,"eGARCH","Day",7.03365026766953e-10,-10.5320801338752
0.00504081424303611,"eGARCH","Day",6.32340148393608e-10,-10.5700079025148
0.00487749830785858,"eGARCH","Day",5.57937209897142e-10,-10.6391294272948
0.00480753319370981,"eGARCH","Day",2.30652409556626e-11,-9.88293702734686
0.00553869689989424,"eGARCH","Day",9.37018043176399e-10,-10.3898271480669
0.00534193755495959,"eGARCH","Day",4.64565031098437e-10,-10.219644419919
0.0056478647248718,"eGARCH","Day",9.56890172719937e-11,-9.65961923329246
0.00532790863538922,"eGARCH","Day",6.79986823621349e-10,-10.3882147105757
0.00543324510962426,"eGARCH","Day",7.76097599022733e-10,-10.3741496055556
0.00510062162859202,"gjrGARCH","Day",6.24203589368718e-10,-10.5171077977764
0.00500598496555846,"gjrGARCH","Day",5.63465543839864e-10,-10.5414703371807
0.00490743014765369,"gjrGARCH","Day",9.89728179933455e-11,-9.22091494413401
0.00524272785573306,"gjrGARCH","Day",4.50608767763284e-10,-10.2741251631881
0.00513064182131447,"gjrGARCH","Day",6.79313777930237e-10,-10.5351781168053
0.00502391504386675,"gjrGARCH","Day",4.60259470244323e-10,-10.4370873462665
0.00491946018491497,"gjrGARCH","Day",2.47759838768167e-10,-8.97871291268253
0.00483459234940627,"gjrGARCH","Day",8.66923624945426e-12,-9.78988796730083
0.00474687755659507,"gjrGARCH","Day",4.81459622760967e-10,-10.6743232525457
0.00465487400331388,"gjrGARCH","Day",4.40012909593305e-10,-10.7077733564792
0.00457611878882525,"gjrGARCH","Day",8.23078909721685e-11,-10.2070457486869
0.00465810452541919,"gjrGARCH","Day",1.76829961187999e-10,-10.3511507809059
0.00457285422074177,"gjrGARCH","Day",3.85447984883111e-11,-9.4783368078018
0.00486142392752832,"gjrGARCH","Day",1.37349261059648e-10,-10.1487387312119
0.00476739288632766,"gjrGARCH","Day",2.11882580752101e-09,-7.6666282761599
0.00470773783645085,"gjrGARCH","Day",9.48323151027025e-09,-5.32316046540518
0.00609072331259422,"gjrGARCH","Day",1.32044108575336e-09,-10.1815159591855
0.00593763252194721,"gjrGARCH","Day",1.18554912127686e-09,-10.2295265164979
0.00579466152784471,"gjrGARCH","Day",1.58263537988282e-11,-9.42011348835738
0.00566512545098011,"gjrGARCH","Day",2.22773476852291e-10,-8.88178852694716
0.00553925913384126,"gjrGARCH","Day",5.28065005589902e-16,-9.39104010658778
0.00541537106751784,"gjrGARCH","Day",6.79847992887709e-10,-10.3261254140076
0.00529128160958939,"gjrGARCH","Day",7.51299404605194e-10,-10.462394270273
0.00517958743787343,"gjrGARCH","Day",7.02629629565137e-10,-10.5140960227407
0.00506634847261105,"gjrGARCH","Day",5.43777027275015e-10,-10.478760222693
0.0049592832451445,"gjrGARCH","Day",5.3137309639472e-10,-10.5502521505655
0.00487690659291975,"gjrGARCH","Day",6.29790335802325e-10,-8.59135065838933
0.00540688097133781,"gjrGARCH","Day",4.02233932476744e-10,-10.1261999145334
0.00539269028360544,"gjrGARCH","Day",7.84423105750091e-10,-8.48233764461683
0.0052988450054657,"gjrGARCH","Day",9.40861771796048e-10,-8.3880855534749
0.00519179019036497,"gjrGARCH","Day",6.50765944831717e-10,-10.4677608526928
0.00507572179267403,"gjrGARCH","Day",6.41066537989939e-10,-10.5493522289896
0.00497196950793195,"gjrGARCH","Day",3.12224610784655e-10,-10.3226654895167
0.004869028430709,"gjrGARCH","Day",4.75608333227201e-10,-10.5696206407466
0.0048126893108233,"gjrGARCH","Day",5.07009680977596e-10,-10.6451466795504
0.00472042746886803,"gjrGARCH","Day",1.1224042752932e-10,-10.1871696599514
0.0047975717484593,"gjrGARCH","Day",4.88329450552495e-10,-10.6393841880921
0.0047102931094113,"gjrGARCH","Day",1.2564749303366e-06,40.8060494405981
0.0134892593783766,"gjrGARCH","Day",2.29297216734498e-08,-8.44391434122193
0.0129391901770232,"gjrGARCH","Day",2.55844964540924e-08,-8.65036496824015
0.0124561004693556,"gjrGARCH","Day",7.15787121859584e-10,-7.94352547576822
0.0126829167256841,"gjrGARCH","Day",5.5108865780531e-09,-8.19649945751551
0.0126649957911018,"gjrGARCH","Day",5.00434210839471e-09,-7.29680146533435
0.0122070147613685,"gjrGARCH","Day",2.03116238663775e-08,-8.76791944977288
0.0117883044030899,"gjrGARCH","Day",8.93432879406583e-09,-8.56148171130708
0.0114093599587009,"gjrGARCH","Day",1.6813019666367e-08,-8.94273635911848
0.0109844462927321,"gjrGARCH","Day",1.32718991719374e-08,-8.97734509498825
0.0105852892974445,"gjrGARCH","Day",8.75959669698877e-08,-5.45516537902033
0.0126177706468429,"gjrGARCH","Day",1.41278030939865e-08,-8.49187080016254
0.0121317446635962,"gjrGARCH","Day",1.81287120762914e-08,-8.73868221597491
0.0116134466771892,"gjrGARCH","Day",1.43315612689998e-08,-8.79879802370121
0.0113052009162312,"gjrGARCH","Day",3.1339053946123e-10,-8.10349647388525
0.0109113798114501,"gjrGARCH","Day",6.88103682425971e-09,-8.73263297676325
0.0105323178147278,"gjrGARCH","Day",2.67484025416868e-08,-6.63226229774228
0.010180917152305,"gjrGARCH","Day",1.07382198236048e-08,-9.17423248741172
0.0098381553378516,"gjrGARCH","Day",9.12917226359980e-09,-9.2301359224419
0.00951402430231283,"gjrGARCH","Day",8.11262322006788e-09,-9.30504323283841
0.00920656575139143,"gjrGARCH","Day",2.35234872469652e-09,-8.9478868809756
0.00916622461031824,"gjrGARCH","Day",4.76418734372105e-10,-8.64424419061319
0.00930460105004656,"gjrGARCH","Day",5.21547397640582e-09,-9.1886564038477
0.00900842439649221,"gjrGARCH","Day",6.2426699463267e-09,-9.39280576181281
0.00873846835495166,"gjrGARCH","Day",4.86902333242517e-09,-9.39383888740171
0.00846539164946532,"gjrGARCH","Day",1.32880006733364e-10,-8.38268257107671
0.00821132251250961,"gjrGARCH","Day",4.44172173137024e-09,-9.59292061162406
0.00795891908090691,"gjrGARCH","Day",2.8257145361991e-09,-9.50610578673399
0.00771514782599838,"gjrGARCH","Day",3.52821394534232e-09,-9.72704369948262
0.00747886995456561,"gjrGARCH","Day",2.41123895370411e-09,-9.66925344135661
0.00725918018017942,"gjrGARCH","Day",1.48134513449154e-10,-9.08194537651261
0.00740509050049807,"gjrGARCH","Day",2.65643856070172e-10,-9.10840282782411
0.00718510935728677,"gjrGARCH","Day",1.55279677157543e-09,-9.63478078722513
0.00706379513968253,"gjrGARCH","Day",3.54796543571744e-09,-7.71179531900813
0.00696403574800099,"gjrGARCH","Day",2.02246955229337e-09,-9.86128958450134
0.00676431886085403,"gjrGARCH","Day",2.07354803977856e-09,-9.98738407184523
0.00657878658139336,"gjrGARCH","Day",1.75142851795083e-09,-10.0147612459848
0.00642824888536181,"gjrGARCH","Day",2.40880381562001e-09,-7.90638272734823
0.00628465970498715,"gjrGARCH","Day",1.24369474232514e-09,-10.0321677202419
0.00616426154583583,"gjrGARCH","Day",1.43831672996973e-09,-10.1760533990946
0.00601514388097193,"gjrGARCH","Day",4.30390172892292e-09,-7.41377747884572
0.0059142297823115,"gjrGARCH","Day",1.1998870113268e-09,-10.2511039915185
0.00578071231599391,"gjrGARCH","Day",1.1166444855761e-09,-10.3064446415733
0.00565246184442882,"gjrGARCH","Day",8.05496875195888e-10,-8.4630343666799
0.00618962767502734,"gjrGARCH","Day",1.06001165719806e-09,-10.0195793595601
0.006050650819655,"gjrGARCH","Day",2.69868635892995e-11,-9.07328226666919
0.00592584400830927,"gjrGARCH","Day",2.52860547128292e-10,-9.70969943233135
0.00579501945990633,"gjrGARCH","Day",8.6842674745989e-10,-10.1790324332042
0.0056731449333674,"gjrGARCH","Day",7.24431842555129e-10,-10.1803019537808
0.00556150872158379,"gjrGARCH","Day",8.90860564312241e-10,-10.3487546194591
0.00545685121264143,"gjrGARCH","Day",3.32458737525953e-10,-10.0340954631369
0.00537228773272295,"gjrGARCH","Day",2.58881730717804e-08,-3.87816590386115
0.00716719116633042,"gjrGARCH","Day",1.24624673867933e-09,-8.18924984264243
0.00698666640554417,"gjrGARCH","Day",2.13290691663204e-09,-9.87362286688999
0.00683011697032411,"gjrGARCH","Day",2.06114956213965e-09,-9.94601882546901
0.00666986614760641,"gjrGARCH","Day",1.0821580770369e-09,-8.28085705397742
0.00651174406629538,"gjrGARCH","Day",1.72816845469348e-09,-10.0486848177352
0.00636486861142182,"gjrGARCH","Day",4.33895105168639e-13,-9.13018311505601
0.00622560331502624,"gjrGARCH","Day",1.39362786343775e-09,-10.1213566438588
0.00608576195037453,"gjrGARCH","Day",1.32619092711133e-09,-10.1868774011325
0.00597257301304111,"gjrGARCH","Day",1.17264581513215e-09,-10.2011311694261
0.00585873477631457,"gjrGARCH","Day",3.21082932564514e-09,-7.62881860515709
0.0066127823856432,"gjrGARCH","Day",1.84445501612229e-10,-9.34807589626934
0.00646167345612623,"gjrGARCH","Day",1.52385907033231e-09,-10.0186709799443
0.00631193661694206,"gjrGARCH","Day",5.58984585945919e-10,-8.53718842322926
0.00617545495770889,"gjrGARCH","Day",1.43891268301686e-09,-10.1690160940153
0.00603915163500234,"gjrGARCH","Day",5.66050060022578e-10,-9.87132578632381
0.00591141525621002,"gjrGARCH","Day",9.97395422492295e-10,-10.1654950915807
0.00578936658799886,"gjrGARCH","Day",4.48644194891025e-11,-9.50330777502802
0.00594985769879883,"gjrGARCH","Day",1.31316799462549e-09,-8.22513656785623
0.00652057283105826,"gjrGARCH","Day",6.98919530196084e-08,-2.84770965358663
0.0088180300467474,"gjrGARCH","Day",1.94870794043423e-09,-7.89419875279714
0.00856722870536193,"gjrGARCH","Day",5.27364448815981e-09,-9.50902831318317
0.00830456409746382,"gjrGARCH","Day",1.58742983075108e-09,-8.00418512552956
0.00884795036475935,"gjrGARCH","Day",2.32016654914768e-08,-6.50944629666666
0.00860722311619218,"gjrGARCH","Day",2.66486202056608e-09,-9.20711203565187
0.00834637223896689,"gjrGARCH","Day",2.03922654176073e-09,-9.22009870133871
0.00809876711067732,"gjrGARCH","Day",4.13829806123694e-09,-9.61287017565894
0.00787286368368786,"gjrGARCH","Day",3.50354735062886e-09,-9.643634187531
0.00765181085250144,"gjrGARCH","Day",1.7785687420909e-08,-6.467871590319
0.00887808171693499,"gjrGARCH","Day",1.57593812283635e-09,-8.95199239646806
0.00861500620024475,"gjrGARCH","Day",4.40075047908331e-09,-7.6146750244404
0.00933608798853156,"gjrGARCH","Day",5.71576342826034e-09,-9.21511161776828
0.00911542290292109,"gjrGARCH","Day",5.53460639601387e-09,-9.29091853527369
0.00888972158757608,"gjrGARCH","Day",1.0762531763031e-10,-8.31444443442024
0.00862268818500475,"gjrGARCH","Day",5.52771272879163e-09,-9.5066876952778
0.00836484781618653,"gjrGARCH","Day",4.19901683917144e-09,-9.49353392481856
0.00815613133759555,"gjrGARCH","Day",6.87282744196646e-10,-8.22387712189917
0.00792846324135695,"gjrGARCH","Day",2.36076373323784e-09,-9.44753645770438
0.00770376710645061,"gjrGARCH","Day",3.51482279371582e-09,-9.73104552458129
0.00748977438457672,"gjrGARCH","Day",1.89305021312186e-09,-9.56404355806169
0.00728622799616726,"gjrGARCH","Day",2.69060705701034e-09,-9.82059495690335
0.00709193705640746,"gjrGARCH","Day",2.31418653855094e-08,-5.87298316333439
0.00850185423822103,"gjrGARCH","Day",1.44789008748027e-09,-9.0613718138895
0.00825090794335456,"gjrGARCH","Day",7.59841502681917e-08,-4.54576854042767
0.00803276309070754,"gjrGARCH","Day",3.11295488969411e-09,-9.51313558401919
0.00779618262811254,"gjrGARCH","Day",3.2759883929592e-09,-9.64993043156204
0.00760766488834767,"gjrGARCH","Day",3.34795683864381e-09,-9.75693825362638
0.00739893003055789,"gjrGARCH","Day",2.77403979961292e-09,-9.77493596785596
0.00721650845133426,"gjrGARCH","Day",1.14031244743167e-09,-9.51118998746917
0.00702370176966494,"gjrGARCH","Day",1.13131687757433e-08,-6.76087391079825
0.00811730432069218,"gjrGARCH","Day",2.16761592735148e-09,-9.3341043588083
0.00788540995900673,"gjrGARCH","Day",1.00850399888487e-07,-3.57819519578434
0.0102632586910436,"gjrGARCH","Day",7.17357905653071e-09,-8.96244630039114
0.00992422516259876,"gjrGARCH","Day",1.29177492011471e-07,-4.5763317076185
0.0122894154518082,"gjrGARCH","Day",7.6210765104839e-09,-7.22001005499902
0.0130768036207278,"gjrGARCH","Day",5.49578726022824e-09,-8.10735327883966
0.0126010292418894,"gjrGARCH","Day",6.25557953722032e-12,-7.73220207156296
0.0129636425464882,"gjrGARCH","Day",1.21686439378439e-08,-8.34761075237242
0.0124967952323874,"gjrGARCH","Day",1.92660257082862e-08,-8.65335528079155
0.0120408591295236,"gjrGARCH","Day",3.18429129684032e-07,-3.94673216891664
0.0150150054816113,"gjrGARCH","Day",1.00730337347037e-07,-5.98964869720652
0.0145073398623031,"gjrGARCH","Day",2.91785155145567e-08,-8.27782726026412
0.0139644536565782,"gjrGARCH","Day",2.99727515513271e-10,-7.63126046016157
0.0134652810974961,"gjrGARCH","Day",3.15920510666699e-07,-4.51530726851909
0.0162621271146205,"gjrGARCH","Day",6.96872884505813e-08,-8.23604310604154
0.0156204934707038,"gjrGARCH","Day",5.94734382944016e-08,-8.31781828945003
0.0150229217907303,"gjrGARCH","Day",7.08132406575255e-09,-7.02349399441027
0.0157659040901356,"gjrGARCH","Day",1.38982271114539e-09,-7.44979424671514
0.0160287920642969,"gjrGARCH","Day",5.10183536707899e-08,-8.1458846061952
0.0154202150513115,"gjrGARCH","Day",1.08864547824645e-07,-5.95655804969886
0.0148809856745105,"gjrGARCH","Day",4.89393790518855e-08,-8.41434280688506
0.0143363707026166,"gjrGARCH","Day",4.17963291307273e-08,-8.48460771217006
0.013820181980494,"gjrGARCH","Day",3.51964292016031e-09,-7.87386512395678
0.0133363060831476,"gjrGARCH","Day",3.13311267150833e-08,-8.62974532863463
0.0128743369198167,"gjrGARCH","Day",1.20036790008829e-09,-7.91406810484835
0.0124376200769577,"gjrGARCH","Day",6.43852106001651e-09,-8.29276171850975
0.0123845162244671,"gjrGARCH","Day",1.39183712062126e-07,-5.35021028401233
0.0143830134709778,"gjrGARCH","Day",6.65543412859791e-08,-6.2363517021237
0.0138954571349159,"gjrGARCH","Day",3.21740465358797e-08,-8.48136834750752
0.0134732115065482,"gjrGARCH","Day",5.73511292864406e-09,-8.03128884076064
0.0130175893689242,"gjrGARCH","Day",3.60305927849976e-09,-8.03712882990162
0.0125805417029644,"gjrGARCH","Day",8.50782039061868e-10,-7.93550162906984
0.0127772552383804,"gjrGARCH","Day",2.11308763293819e-08,-8.61057409337261
0.0123449622630872,"gjrGARCH","Day",2.03481989206559e-08,-6.85299803514212
0.0133299350156807,"gjrGARCH","Day",3.09864994329549e-08,-8.62615873633096
0.0128823542622585,"gjrGARCH","Day",3.1516869743161e-10,-7.59681888499278
0.0124528155508414,"gjrGARCH","Day",2.40210326516597e-08,-8.77106626870723
0.0120340820468413,"gjrGARCH","Day",6.25213867602e-09,-8.3860195905181
0.0116365107837131,"gjrGARCH","Day",1.83257916240155e-08,-8.90695240893043
0.0112485915578893,"gjrGARCH","Day",9.69859566497636e-09,-8.75334460097353
0.0110289730820029,"gjrGARCH","Day",4.56061606382926e-07,-2.46255951714396
0.0107379172930745,"gjrGARCH","Day",6.15931210194833e-09,-8.74860162429315
0.0103908869178824,"gjrGARCH","Day",3.9880488846245e-09,-8.71854331170448
0.0103105102173535,"gjrGARCH","Day",7.49657949908325e-09,-8.96364580514593
0.0099814850301901,"gjrGARCH","Day",4.86244862110743e-09,-8.91394873155125
0.00984242178019756,"gjrGARCH","Day",9.09552655075066e-09,-9.22659394914892
0.00951762210643922,"gjrGARCH","Day",4.97123414591074e-09,-9.08757095536826
0.00921407793483407,"gjrGARCH","Day",5.96755868195878e-09,-9.28394743914125
0.00890728304148911,"gjrGARCH","Day",5.00078604391015e-09,-9.33308173176905
0.00868195597501387,"gjrGARCH","Day",7.81129412733883e-09,-7.32048045708355
0.00845323399570082,"gjrGARCH","Day",5.08244158701321e-09,-9.54409042597505
0.00818280134784091,"gjrGARCH","Day",2.58129184983525e-09,-9.3702191133865
0.00804632349144314,"gjrGARCH","Day",3.70938586603639e-09,-9.58579058273395
0.00777837423866807,"gjrGARCH","Day",8.40044996376109e-11,-8.56132947238021
0.00756475072380565,"gjrGARCH","Day",2.6490569903101e-09,-9.66791906592101
0.00737983357295788,"gjrGARCH","Day",2.18480259380869e-11,-8.73218355071827
0.00719713675098474,"gjrGARCH","Day",2.25911857027465e-09,-9.78573682423546
0.00707634740396068,"gjrGARCH","Day",4.27901557424698e-11,-9.03262803855683
0.00726065078302316,"gjrGARCH","Day",1.34592213948425e-09,-9.5464909127472
0.00704815382164745,"gjrGARCH","Day",3.39794161278174e-10,-8.53890796570944
0.00748345230504265,"gjrGARCH","Day",5.1065571626967e-10,-9.19363750578616
0.00754552965944587,"gjrGARCH","Day",2.78431983091401e-09,-9.70038733234464
0.00736438498958475,"gjrGARCH","Day",2.93848480454318e-09,-9.82171318584483
0.00715587318330632,"gjrGARCH","Day",3.96728996981618e-07,3.42082619560916
0.0113587924486544,"gjrGARCH","Day",8.70311292850299e-09,-8.67858408290328
